virtual_time,avatar_id,guild,place
0,2553,NO,Orgrimmar
0,6098,NO,Thunder Bluff
0,4462,NO,The Barrens
0,2404,4,Desolace
0,5748,13,Tanaris
0,599,24,Orgrimmar
0,797,10,Feralas
0,868,5,Felwood
0,1717,21,The Hinterlands
0,129,7,Feralas
0,1307,10,Orgrimmar
0,2600,NO,Orgrimmar
0,182,NO,Durotar
0,5930,30,Thunder Bluff
0,604,55,Stranglethorn Vale
0,1468,5,Orgrimmar
0,799,NO,Undercity
0,4734,NO,Undercity
0,6187,NO,Tirisfal Glades
0,4175,NO,Silverpine Forest
0,6044,55,Silverpine Forest
0,6046,NO,Silverpine Forest
0,5730,NO,Silverpine Forest
0,4695,5,Hillsbrad Foothills
0,1246,53,Undercity
0,4550,36,Undercity
0,2928,36,Undercity
0,1268,7,Stranglethorn Vale
0,1666,1,Orgrimmar
0,1138,1,Orgrimmar
0,4349,55,Stranglethorn Vale
0,1137,36,Orgrimmar
0,271,6,Azshara
0,848,NO,The Hinterlands
0,332,5,The Hinterlands
0,898,50,Orgrimmar
0,287,50,Silithus
0,372,50,Winterspring
0,341,4,Orgrimmar
1,2167,NO,Orgrimmar
1,867,33,Stranglethorn Vale
1,6098,NO,Thunder Bluff
1,6212,NO,Mulgore
1,6086,NO,Mulgore
1,5039,30,Stonetalon Mountains
1,4462,NO,The Barrens
1,2404,4,Desolace
1,599,24,Orgrimmar
1,797,10,Feralas
1,5748,13,Feralas
1,5739,13,Orgrimmar
1,868,5,Felwood
1,1717,21,The Hinterlands
1,129,7,Feralas
1,659,19,Silithus
1,1307,10,Orgrimmar
1,2600,NO,Orgrimmar
1,182,NO,Durotar
1,5930,30,Thunder Bluff
1,2679,6,Orgrimmar
1,4434,5,Stranglethorn Vale
1,604,55,Stranglethorn Vale
1,1468,5,Orgrimmar
1,799,NO,Undercity
1,1225,NO,Undercity
1,5932,NO,Tirisfal Glades
1,4175,NO,Undercity
1,6187,NO,Tirisfal Glades
1,6095,NO,Durotar
1,6044,55,Silverpine Forest
1,5730,NO,Silverpine Forest
1,6046,NO,Silverpine Forest
1,2514,30,The Barrens
1,4694,5,Thousand Needles
1,4695,5,Hillsbrad Foothills
1,4550,36,Undercity
1,2928,36,Undercity
1,2459,1,Stranglethorn Vale
1,1246,53,Silverpine Forest
1,1666,1,Orgrimmar
1,852,4,Orgrimmar
1,4349,55,Stranglethorn Vale
1,1138,1,The Barrens
1,3822,NO,Azshara
1,1137,36,Felwood
1,271,6,Felwood
1,848,NO,The Hinterlands
1,332,5,The Hinterlands
1,287,50,Silithus
1,372,50,Winterspring
1,1672,5,Eastern Plaguelands
1,596,36,Ashenvale
1,1424,3,Orgrimmar
1,853,4,Durotar
2,5682,NO,Durotar
2,2068,13,Feralas
2,867,33,Stranglethorn Vale
2,875,33,The Barrens
2,32,NO,Stranglethorn Vale
2,61,4,Orgrimmar
2,64,5,Durotar
2,28,14,The Barrens
2,6098,NO,Thunder Bluff
2,3958,13,Ashenvale
2,6212,NO,Mulgore
2,6086,NO,Thunder Bluff
2,4462,NO,The Barrens
2,5039,30,The Barrens
2,4985,1,Durotar
2,2404,4,Desolace
2,599,24,Orgrimmar
2,2054,8,Orgrimmar
2,797,10,Feralas
2,5748,13,Feralas
2,5739,13,Azshara
2,868,5,Felwood
2,1717,21,The Hinterlands
2,1722,4,Durotar
2,129,7,Feralas
2,430,4,Orgrimmar
2,659,19,Silithus
2,587,4,Orgrimmar
2,1307,10,Orgrimmar
2,414,8,Orgrimmar
2,1507,4,Durotar
