virtual_time,avatar_id,guild,place
0,20503,NO,Wailing Caverns
0,21072,94,The Barrens
0,20917,53,Gnomeregan
0,20486,94,Stranglethorn Vale
0,12868,21,Un'Goro Crater
0,19087,90,Undercity
0,7746,72,Stranglethorn Vale
0,9085,72,The Hinterlands
0,18889,93,Searing Gorge
0,2241,53,Azshara
0,502,62,Dire Maul
0,1409,62,Dire Maul
0,15423,90,Orgrimmar
0,1801,62,Orgrimmar
0,16,NO,Orgrimmar
0,29,97,Alterac Valley
0,2769,NO,Alterac Valley
0,1974,72,Alterac Valley
0,21,9,Un'Goro Crater
0,499,19,Silithus
0,37,3,Stratholme
0,1872,5,Naxxramas
0,57,5,Naxxramas
0,62,5,Naxxramas
0,875,5,Naxxramas
0,43,5,Naxxramas
0,1608,5,Naxxramas
0,13542,5,Naxxramas
0,753,53,Azshara
0,31,62,Scholomance
0,11273,23,Arathi Basin
0,16043,72,Orgrimmar
0,8137,NO,Mulgore
0,21111,NO,Mulgore
0,20937,90,Wailing Caverns
0,20770,NO,The Barrens
0,21098,94,Thunder Bluff
0,19558,94,Thunder Bluff
0,7063,5,Hillsbrad Foothills
0,15669,72,Stranglethorn Vale
0,5922,72,Stranglethorn Vale
0,20155,3,Thunder Bluff
0,3187,53,Thunder Bluff
0,3665,19,Tanaris
0,20452,19,The Hinterlands
0,14389,19,Winterspring
0,17656,3,Durotar
0,128,5,Orgrimmar
0,17684,72,Orgrimmar
0,140,5,Orgrimmar
0,18952,23,Orgrimmar
0,863,62,Silithus
0,15844,19,Silithus
0,1812,62,Warsong Gulch
0,8709,5,Stratholme
0,6613,72,Stratholme
0,135,19,Stratholme
0,1219,62,Eastern Plaguelands
0,939,62,Maraudon
0,1658,5,Naxxramas
0,1389,5,Naxxramas
0,13940,23,Western Plaguelands
0,6449,62,Scholomance
0,17276,19,Stratholme
0,15722,62,Dire Maul
0,414,62,Tanaris
0,166,5,Naxxramas
0,149,5,Naxxramas
0,127,19,Western Plaguelands
0,958,53,Gnomeregan
0,179,5,Alterac Valley
0,2057,19,Silithus
0,118,5,Undercity
0,7411,53,Tirisfal Glades
0,1567,19,Stratholme
0,868,5,Naxxramas
0,13837,23,Western Plaguelands
0,130,1,Arathi Basin
0,15583,94,Orgrimmar
0,16967,5,Orgrimmar
0,182,NO,Durotar
0,21112,NO,Durotar
0,21065,94,The Barrens
0,19309,94,The Barrens
0,20860,94,Ashenvale
0,19791,NO,Stonetalon Mountains
0,12302,23,Stranglethorn Vale
0,17981,NO,Tanaris
0,19268,23,Tanaris
0,19020,23,Tanaris
0,17749,93,Stonetalon Mountains
0,8873,19,Shadowfang Keep
0,12284,19,Silithus
0,1020,19,Shadowfang Keep
0,246,19,Winterspring
0,1096,62,Dire Maul
0,12658,90,Wailing Caverns
0,18669,72,Orgrimmar
0,3568,21,Orgrimmar
0,2788,19,Orgrimmar
0,6996,5,Alterac Valley
0,19694,NO,Un'Goro Crater
0,16060,62,Silithus
0,660,19,Silithus
0,240,3,Undercity
0,13297,62,Tirisfal Glades
0,590,3,Durotar
0,3111,5,Ashenvale
0,778,62,Maraudon
0,236,5,Naxxramas
0,237,5,Naxxramas
0,5398,5,Naxxramas
0,19350,5,Naxxramas
0,8665,5,Naxxramas
0,1583,5,Naxxramas
0,843,5,Naxxramas
0,255,5,Naxxramas
