virtual_time,avatar_id,guild,place
0,65094,282,Thousand Needles
0,10379,NO,Alterac Mountains
0,17467,NO,Undercity
0,67366,NO,Durotar
0,67363,NO,Durotar
0,66850,NO,Durotar
0,67354,NO,Durotar
0,66247,NO,The Barrens
0,65860,NO,Hellfire Peninsula
0,61007,NO,Hellfire Peninsula
0,63951,282,Silithus
0,22988,79,Shadowfang Keep
0,5207,199,Nagrand
0,27871,103,Karazhan
0,57,5,Shattrath City
0,62,5,Terokkar Forest
0,43157,174,The Underbog
0,22785,103,Arathi Basin
0,57884,101,The Mechanar
0,22579,53,Karazhan
0,64510,103,Karazhan
0,58724,243,Orgrimmar
0,22557,NO,Orgrimmar
0,61239,243,Alterac Valley
0,44477,167,Shadowmoon Valley
0,6241,5,Eastern Plaguelands
0,4002,5,Nagrand
0,3312,35,Arathi Basin
0,57137,103,Shattrath City
0,22025,103,Karazhan
0,23062,103,Orgrimmar
0,21910,204,Shattrath City
0,2695,35,Arathi Basin
0,28534,NO,Orgrimmar
0,66297,282,Hillsbrad Foothills
0,66990,NO,Ashenvale
0,65625,NO,Mulgore
0,67166,204,The Barrens
0,65856,204,Thunder Bluff
0,9520,189,Dustwallow Marsh
0,64111,104,Orgrimmar
0,28955,171,Silithus
0,28486,NO,Shattrath City
0,23417,103,Zangarmarsh
0,24176,NO,Zangarmarsh
0,65742,204,Thunder Bluff
0,64655,282,Shattrath City
0,39585,282,Nagrand
0,62085,167,Netherstorm
0,17684,205,Alterac Valley
0,1927,216,Shadowmoon Valley
0,22071,103,Shadowmoon Valley
0,61736,243,Shattrath City
0,1812,16,Shattrath City
0,23267,103,Shattrath City
0,162,103,Shattrath City
0,132,204,Eye of the Storm
0,29599,103,Terokkar Forest
0,50441,204,Terokkar Forest
0,25061,174,The Underbog
0,152,4,Zul'Farrak
0,29567,282,The Steamvault
0,33099,161,Arathi Basin
0,1533,62,The Mechanar
0,6891,19,Karazhan
0,25699,104,Warsong Gulch
0,22841,243,Shattrath City
0,925,NO,Arathi Basin
0,22046,104,Arathi Basin
0,2447,103,Karazhan
0,8066,103,Karazhan
0,46794,204,Orgrimmar
0,22627,103,Shadowmoon Valley
0,7518,282,Durotar
0,565,189,Netherstorm
0,169,79,Arathi Basin
0,27014,103,Karazhan
0,56692,19,Orgrimmar
0,1390,79,Orgrimmar
0,28845,282,Alterac Valley
0,65344,103,Shattrath City
0,51361,266,Shattrath City
0,53213,101,Terokkar Forest
0,427,79,Arathi Basin
0,7758,79,Arathi Basin
0,29896,167,Hillsbrad Foothills
0,61345,161,Undercity
0,182,NO,Durotar
0,67322,NO,The Barrens
0,23534,189,Arathi Highlands
0,28080,NO,Blade's Edge Mountains
0,17489,65,Terokkar Forest
0,636,5,Nagrand
0,22954,204,Blade's Edge Mountains
0,33301,204,Orgrimmar
0,50401,103,Orgrimmar
0,59176,NO,Shattrath City
0,22264,101,Terokkar Forest
0,22138,174,The Underbog
0,60387,NO,Zul'Farrak
0,53193,253,Nagrand
0,51542,216,Netherstorm
0,22246,243,Arathi Basin
0,22154,103,Arathi Basin
0,32661,62,The Mechanar
0,3063,167,Nagrand
0,19534,161,The Mechanar
