virtual_time,avatar_id,guild,place
0,75529,NO,Razorfen Kraul
0,72481,NO,Thousand Needles
0,73753,266,Tanaris
0,23300,NO,Orgrimmar
0,73192,251,Orgrimmar
0,72060,365,Swamp of Sorrows
0,76549,NO,Durotar
0,70772,271,Stonetalon Mountains
0,41907,NO,Stranglethorn Vale
0,76183,103,The Barrens
0,76622,NO,The Barrens
0,76110,282,The Barrens
0,53992,161,The Hinterlands
0,5693,205,Zangarmarsh
0,23150,167,Arathi Basin
0,70425,53,Orgrimmar
0,22809,101,Warsong Gulch
0,22044,103,Netherstorm
0,16187,NO,Arathi Basin
0,22435,103,Karazhan
0,38,5,Karazhan
0,18720,NO,Isle of Quel'Danas
0,23,101,Shadowfang Keep
0,58724,250,Shattrath City
0,59020,189,Shattrath City
0,59345,103,Nagrand
0,22594,352,Zangarmarsh
0,29595,NO,Deadwind Pass
0,23036,53,Tanaris
0,72857,4,Isle of Quel'Danas
0,21960,103,Terokkar Forest
0,66630,273,Tanaris
0,25158,NO,Orgrimmar
0,75247,282,Orgrimmar
0,76114,NO,Hillsbrad Foothills
0,76308,251,Undercity
0,70829,167,Swamp of Sorrows
0,69039,365,Durotar
0,9152,NO,Stonetalon Mountains
0,75816,4,Stonetalon Mountains
0,74957,429,Azshara
0,72847,250,Stranglethorn Vale
0,76708,NO,Mulgore
0,76703,NO,Mulgore
0,76633,NO,Mulgore
0,76611,NO,Mulgore
0,76641,399,Mulgore
0,71134,282,Gnomeregan
0,69786,282,Gnomeregan
0,73342,251,The Barrens
0,74183,282,The Barrens
0,71693,161,Arathi Highlands
0,22337,271,Thunder Bluff
0,69838,161,Ghostlands
0,69090,103,Hellfire Peninsula
0,75571,161,Orgrimmar
0,4834,9,Silithus
0,76669,NO,Tirisfal Glades
0,51861,NO,Durotar
0,4629,186,Terokkar Forest
0,69149,342,Terokkar Forest
0,767,NO,Terokkar Forest
0,74794,429,Azshara
0,74719,408,Felwood
0,9583,205,Zangarmarsh
0,71404,189,Orgrimmar
0,73308,161,Nagrand
0,73174,NO,Nagrand
0,71918,161,Arathi Basin
0,140,103,Hellfire Peninsula
0,18758,171,Orgrimmar
0,17684,205,Shadowmoon Valley
