virtual_time,avatar_id,guild,place
0,27644,NO,Durotar
0,27573,NO,Durotar
0,27274,103,Undercity
0,23455,NO,Stonetalon Mountains
0,26362,155,Stranglethorn Vale
0,6706,5,Scarlet Monastery
0,2783,106,Arathi Highlands
0,23659,155,Arathi Highlands
0,20712,94,Feralas
0,22591,NO,Arathi Basin
0,11346,NO,Alterac Valley
0,23928,106,Ragefire Chasm
0,20022,105,Blasted Lands
0,20993,103,Orgrimmar
0,1564,72,Winterspring
0,59,19,Thousand Needles
0,22044,103,Orgrimmar
0,875,5,Orgrimmar
0,22466,101,Orgrimmar
0,57,5,Silithus
0,23528,105,Azshara
0,22396,103,Felwood
0,10223,5,Arathi Basin
0,25202,102,Arathi Basin
0,22895,102,Arathi Highlands
0,3634,62,Burning Steppes
0,21968,101,Burning Steppes
0,22423,104,Orgrimmar
0,1642,62,Orgrimmar
0,22593,103,Orgrimmar
0,22271,101,Orgrimmar
0,22031,104,Orgrimmar
0,777,62,Orgrimmar
0,6691,23,Orgrimmar
0,53,5,Orgrimmar
0,23,101,Orgrimmar
0,22218,101,Orgrimmar
0,22557,104,Alterac Valley
0,25214,105,Un'Goro Crater
0,50,NO,Silithus
0,2808,19,Silithus
0,22161,103,Silithus
0,499,19,Silithus
0,3312,19,Silithus
0,1379,5,Burning Steppes
0,22414,155,Azshara
0,4002,5,Western Plaguelands
0,2481,5,Western Plaguelands
0,15733,NO,Arathi Basin
0,423,62,Burning Steppes
0,4932,62,Burning Steppes
0,22844,103,Orgrimmar
0,26054,104,Tirisfal Glades
0,22144,101,Badlands
0,22424,119,Orgrimmar
0,27017,103,Orgrimmar
0,21910,5,Alterac Valley
0,31,62,Alterac Valley
0,22592,NO,Alterac Valley
0,15306,101,Desolace
0,23012,101,Winterspring
0,22200,103,Orgrimmar
0,6544,5,Ahn'Qiraj
0,27655,NO,Mulgore
0,27649,NO,Mulgore
0,27554,NO,Mulgore
0,27586,NO,Mulgore
0,27205,106,Undercity
0,25776,94,Durotar
0,24436,NO,The Barrens
0,26892,62,The Barrens
0,7289,155,Silverpine Forest
0,13966,NO,Orgrimmar
0,27204,155,Hillsbrad Foothills
0,17157,5,Ashenvale
0,26979,106,Alterac Mountains
0,26272,106,Hillsbrad Foothills
0,19036,103,Stonetalon Mountains
0,26410,155,Stranglethorn Vale
0,26330,155,Stranglethorn Vale
0,25557,94,Stranglethorn Vale
0,25807,104,The Barrens
0,14604,94,Arathi Highlands
0,24404,105,Un'Goro Crater
0,26084,106,Undercity
0,19581,NO,Stranglethorn Vale
0,23645,104,Feralas
0,8762,82,The Barrens
0,21980,NO,Redridge Mountains
0,23886,155,Orgrimmar
0,22287,102,Alterac Valley
0,2447,5,Orgrimmar
0,17309,149,Ashenvale
0,665,NO,Orgrimmar
0,8709,103,Orgrimmar
0,566,5,Orgrimmar
0,22595,104,Orgrimmar
0,18952,103,Orgrimmar
0,22541,101,Orgrimmar
0,13940,103,Orgrimmar
0,6449,62,Orgrimmar
0,23267,103,Orgrimmar
0,22522,104,Orgrimmar
0,24347,103,Alterac Valley
0,21861,103,Alterac Valley
0,1936,19,Silithus
0,6600,19,Silithus
0,22071,103,Silithus
0,11690,103,Tirisfal Glades
0,22542,103,Tirisfal Glades
0,863,62,Durotar
0,819,103,Durotar
0,22983,101,Durotar
0,18008,5,Eastern Plaguelands
0,26752,104,Burning Steppes
0,132,62,Azshara
0,21878,101,Redridge Mountains
0,6613,103,Scholomance
0,21214,103,Arathi Basin
0,21955,103,Arathi Basin
0,1063,NO,Arathi Basin
0,22500,103,Blackrock Spire
0,21868,104,Winterspring
0,21880,101,Orgrimmar
0,22046,104,Orgrimmar
0,22596,103,Orgrimmar
0,22841,105,Orgrimmar
0,11609,5,Orgrimmar
0,3249,19,Silithus
0,24957,5,Burning Steppes
0,22027,103,Stranglethorn Vale
0,24754,NO,Scholomance
0,22083,104,Arathi Basin
0,21883,5,Tanaris
0,15722,62,Orgrimmar
0,6820,19,Orgrimmar
0,22473,103,Alterac Valley
0,3275,19,Silithus
0,23037,103,Swamp of Sorrows
0,414,62,Durotar
0,22205,103,Azshara
0,4989,5,Western Plaguelands
0,172,19,The Barrens
0,958,104,Felwood
0,69,72,Burning Steppes
0,22053,101,Burning Steppes
0,7095,5,Thousand Needles
0,22073,103,Orgrimmar
0,22426,103,Orgrimmar
0,9272,104,Orgrimmar
0,990,62,Orgrimmar
0,23311,101,Orgrimmar
0,26472,104,Alterac Mountains
0,427,23,Alterac Valley
0,21963,103,Ahn'Qiraj
0,19481,19,Ahn'Qiraj
0,21834,103,Silithus
0,22449,104,Burning Steppes
0,22222,101,Azshara
0,23526,103,Western Plaguelands
0,11710,103,Western Plaguelands
0,22460,103,Western Plaguelands
0,23396,104,Western Plaguelands
0,136,104,Arathi Basin
0,22072,107,Thunder Bluff
0,22364,103,Thunder Bluff
0,22292,104,Blackwing Lair
0,26944,NO,Tirisfal Glades
0,182,NO,Durotar
0,27656,NO,Durotar
0,15084,NO,The Barrens
0,21822,NO,The Barrens
0,25136,NO,Thousand Needles
0,23027,94,Orgrimmar
0,14976,62,Orgrimmar
0,25722,53,Orgrimmar
0,17489,72,Alterac Mountains
0,22206,94,Warsong Gulch
0,24166,155,Desolace
0,22487,107,Desolace
0,16041,155,Arathi Highlands
0,24600,5,Desolace
0,25001,106,Stranglethorn Vale
0,22799,104,Feralas
0,1484,72,Feralas
0,23800,150,Alterac Valley
0,20723,23,Deadwind Pass
0,3649,23,Eastern Plaguelands
0,20961,23,Orgrimmar
0,6386,21,Alterac Valley
0,23328,102,Alterac Valley
0,23414,NO,Durotar
0,21891,104,Deadwind Pass
0,6387,23,Tanaris
0,25932,NO,Orgrimmar
0,11333,155,Orgrimmar
0,22154,103,Orgrimmar
0,22954,101,Orgrimmar
0,22474,101,Orgrimmar
0,3568,103,Orgrimmar
0,21890,103,Orgrimmar
0,22167,103,Orgrimmar
0,22155,104,Orgrimmar
0,22011,106,Alterac Valley
0,23634,103,Uldaman
0,531,19,Silithus
0,22536,102,Undercity
0,12695,23,Undercity
0,23088,101,Tirisfal Glades
0,18253,103,Desolace
0,8463,62,Burning Steppes
0,22585,155,Azshara
0,19696,106,Azshara
0,22427,105,Azshara
0,19694,94,Felwood
0,1123,23,Orgrimmar
0,21894,104,Orgrimmar
0,224,62,Orgrimmar
0,22559,103,Orgrimmar
0,21927,104,Orgrimmar
0,660,19,Ahn'Qiraj
0,22055,103,Silithus
0,17346,19,Silithus
0,14978,NO,Silithus
0,14597,19,Silithus
0,22675,101,Silithus
0,21411,103,Silithus
0,22192,103,Warsong Gulch
0,1148,5,Eastern Plaguelands
0,23221,101,Western Plaguelands
0,22586,104,Felwood
0,20334,62,Burning Steppes
0,1386,5,Orgrimmar
0,23554,53,Alterac Valley
0,18610,5,Eastern Plaguelands
0,1096,62,Searing Gorge
0,22101,101,Burning Steppes
0,23176,104,Orgrimmar
0,21421,103,Orgrimmar
0,246,19,Orgrimmar
0,21892,103,Orgrimmar
0,6946,19,Ahn'Qiraj
0,5626,19,Silithus
0,7116,NO,Searing Gorge
0,5398,5,The Barrens
0,14190,72,Orgrimmar
0,22054,103,Orgrimmar
0,12111,23,Alterac Valley
0,26985,103,Silithus
0,4282,5,Undercity
0,22210,104,Warsong Gulch
0,7171,53,Arathi Basin
0,27657,101,Tirisfal Glades
0,27654,NO,Tirisfal Glades
0,23428,53,Undercity
0,27186,NO,Undercity
0,23981,106,Undercity
0,24018,106,Mulgore
0,26577,155,The Barrens
0,22550,NO,The Barrens
0,26782,106,The Barrens
0,27388,NO,The Barrens
0,27288,NO,Silverpine Forest
0,23212,108,Thunder Bluff
0,23291,103,Thousand Needles
0,25619,NO,Ashenvale
0,24721,53,Alterac Mountains
0,25663,94,Hillsbrad Foothills
0,23620,156,Undercity
0,9906,53,Stranglethorn Vale
0,15007,102,Stranglethorn Vale
0,24178,155,Stranglethorn Vale
0,21710,106,Hillsbrad Foothills
0,15885,155,Stranglethorn Vale
0,22605,102,Felwood
0,25120,155,The Hinterlands
0,5864,102,The Hinterlands
0,22297,NO,Orgrimmar
0,23109,103,Alterac Mountains
0,22227,94,Alterac Valley
0,1025,104,Un'Goro Crater
0,22403,NO,Hillsbrad Foothills
0,22313,102,Undercity
0,22195,103,Duskwood
0,21928,104,Ashenvale
0,23859,53,Felwood
0,24004,103,Orgrimmar
0,19431,103,Orgrimmar
0,26067,155,Dire Maul
0,22718,103,Orgrimmar
0,21158,23,Eastern Plaguelands
0,11618,106,Scholomance
0,12953,155,Winterspring
0,492,5,Orgrimmar
0,25971,104,Orgrimmar
0,296,21,Orgrimmar
0,354,5,Orgrimmar
0,21984,103,Orgrimmar
0,10266,19,Orgrimmar
0,21985,103,Orgrimmar
0,374,104,Orgrimmar
0,11316,103,Orgrimmar
0,22608,104,Orgrimmar
0,742,101,Orgrimmar
0,13716,19,Orgrimmar
0,9750,53,Alterac Valley
0,352,19,Ahn'Qiraj
0,929,5,Un'Goro Crater
0,2888,19,Un'Goro Crater
0,22760,102,Silithus
0,24531,103,Undercity
0,22104,103,Warsong Gulch
0,23471,103,Warsong Gulch
0,22300,101,Durotar
0,22964,155,Eastern Plaguelands
0,13348,5,Eastern Plaguelands
0,22406,94,Eastern Plaguelands
0,8495,62,Searing Gorge
0,22110,101,Searing Gorge
0,271,62,Searing Gorge
0,11673,62,Stranglethorn Vale
0,22965,101,Badlands
0,23378,104,Badlands
0,22329,104,Western Plaguelands
0,6508,62,Western Plaguelands
0,8837,103,Scholomance
0,22322,101,Silverpine Forest
0,1133,21,Arathi Basin
0,22036,103,Arathi Basin
0,553,103,Arathi Basin
0,22232,101,Burning Steppes
0,2211,72,Burning Steppes
0,1804,18,Winterspring
0,7490,104,Dire Maul
0,366,5,Orgrimmar
0,22268,104,Orgrimmar
0,22197,103,Orgrimmar
0,22015,104,Orgrimmar
0,14766,19,Orgrimmar
0,1022,62,Orgrimmar
0,26941,NO,Alterac Valley
0,22067,5,Ahn'Qiraj
0,22324,103,Silithus
0,985,103,Silithus
0,1622,18,Silithus
0,2459,62,Searing Gorge
0,5228,62,Searing Gorge
0,25213,62,Badlands
0,25928,104,Badlands
0,3142,103,Mulgore
0,359,19,Feralas
0,26153,53,Western Plaguelands
0,22702,103,Felwood
0,22374,103,Felwood
0,23753,102,Scholomance
0,8671,19,Thunder Bluff
0,6221,101,Burning Steppes
0,22443,101,Burning Steppes
0,23035,101,Blackwing Lair
0,24730,103,Thousand Needles
0,22609,104,Orgrimmar
0,24084,155,Orgrimmar
0,18145,90,Orgrimmar
0,1094,21,Orgrimmar
0,22711,104,Orgrimmar
0,22662,107,Orgrimmar
0,27096,104,Orgrimmar
0,2544,102,Alterac Valley
0,22303,104,Alterac Valley
0,775,155,Alterac Valley
0,9484,5,Ahn'Qiraj
0,388,19,Ahn'Qiraj
0,389,19,Un'Goro Crater
0,22302,103,Silithus
0,10043,103,Warsong Gulch
0,22409,101,Durotar
0,12494,104,Durotar
0,18009,5,Eastern Plaguelands
0,22111,101,Searing Gorge
0,22041,101,Stranglethorn Vale
0,1639,19,The Barrens
0,22444,101,Arathi Basin
0,22016,101,Blackwing Lair
0,1070,104,Winterspring
0,21744,104,Dire Maul
0,22440,103,Orgrimmar
0,1526,5,Orgrimmar
0,22068,103,Orgrimmar
0,17268,104,Orgrimmar
0,1556,62,Orgrimmar
0,23460,101,Orgrimmar
0,15833,103,Orgrimmar
0,22059,103,Orgrimmar
0,2416,103,Orgrimmar
0,22655,103,Orgrimmar
0,22253,103,Orgrimmar
0,21207,101,Orgrimmar
0,10601,NO,Alterac Valley
0,22633,102,Alterac Valley
0,23308,103,Ahn'Qiraj
0,399,19,Ahn'Qiraj
0,2058,19,Silithus
0,1450,5,Silithus
