virtual_time,avatar_id,guild,place
0,14525,23,Shattrath City
0,54676,NO,Nagrand
0,23528,243,Hellfire Peninsula
0,1003,204,Orgrimmar
0,62,5,Shattrath City
0,59615,104,Shattrath City
0,28782,167,Netherstorm
0,22573,103,Hellfire Peninsula
0,22256,236,Alterac Valley
0,23,101,Alterac Valley
0,60069,267,Nagrand
0,21909,104,Hellfire Ramparts
0,9085,101,Alterac Valley
0,60654,NO,Thousand Needles
0,23720,291,Tanaris
0,55922,167,Tanaris
0,24916,167,Desolace
0,64438,NO,Mulgore
0,30707,NO,The Barrens
0,1321,4,The Barrens
0,64132,282,The Barrens
0,41715,NO,The Barrens
0,30838,103,Hellfire Peninsula
0,23476,101,Zangarmarsh
0,61759,266,Blade's Edge Mountains
0,2448,103,Warsong Gulch
0,42267,NO,Terokkar Forest
0,27089,101,Nagrand
0,26111,204,Hellfire Peninsula
0,4650,79,Alterac Valley
0,22316,216,Shadowmoon Valley
0,17684,205,Shattrath City
0,5527,251,Shattrath City
0,30970,101,Terokkar Forest
0,152,104,Arathi Basin
0,21880,204,Orgrimmar
0,24754,104,Alterac Valley
0,23142,150,Arathi Basin
0,26285,189,Arathi Basin
0,21828,204,Eye of the Storm
0,567,5,Nagrand
0,22222,101,Hellfire Ramparts
0,6480,53,Hellfire Ramparts
0,51372,104,Hellfire Ramparts
0,1194,79,Orgrimmar
0,806,266,Silithus
0,32726,103,Shadowmoon Valley
0,30928,101,Shadowmoon Valley
0,53826,205,Warsong Gulch
0,40793,35,Shattrath City
0,50109,189,Eye of the Storm
0,22318,103,Terokkar Forest
0,180,79,Terokkar Forest
0,28672,103,Netherstorm
0,62529,216,Thousand Needles
0,64020,282,Orgrimmar
0,58946,NO,Orgrimmar
0,63647,NO,Durotar
0,182,NO,Durotar
0,27489,291,Mulgore
0,17360,290,Thunder Bluff
0,50602,243,Nagrand
0,63501,236,Azshara
0,8608,103,Blasted Lands
0,23494,103,Azshara
0,61456,103,Hellfire Ramparts
0,50401,103,Razorfen Kraul
0,46502,161,Coilfang: The Slave Pens
0,22264,101,Shattrath City
0,22127,101,Netherstorm
0,23328,5,Arathi Basin
0,1131,216,Arathi Basin
0,1011,35,Arathi Basin
0,21895,103,Warsong Gulch
0,843,5,Shattrath City
0,29221,NO,Nagrand
0,23967,161,Arathi Basin
0,20723,204,Blade's Edge Arena
0,54748,243,Hellfire Ramparts
0,21965,101,Alterac Valley
0,1947,19,Terokkar Forest
0,9297,103,Hellfire Ramparts
0,22934,282,The Barrens
0,63774,NO,Hillsbrad Foothills
0,61718,255,Undercity
0,63953,NO,Undercity
0,59617,161,The Barrens
0,62002,167,The Hinterlands
0,32818,167,Arathi Highlands
0,61883,291,Hellfire Peninsula
0,51708,258,Terokkar Forest
0,25574,62,Terokkar Forest
0,57702,161,Terokkar Forest
0,27711,62,Blade's Edge Mountains
0,63325,103,Terokkar Forest
0,60698,253,The Barrens
0,22453,103,Blade's Edge Mountains
0,31708,104,Blade's Edge Mountains
0,22777,174,Hellfire Ramparts
0,556,19,Hellfire Ramparts
0,60618,NO,Orgrimmar
0,929,5,Alterac Valley
0,10187,289,Coilfang: The Slave Pens
0,28316,103,Shadowmoon Valley
0,8184,236,Shattrath City
0,8837,103,Shattrath City
0,21985,103,Nagrand
0,22737,103,Netherstorm
0,28469,101,Arathi Basin
0,1246,53,Thunder Bluff
0,32550,35,Blade's Edge Mountains
0,23557,103,Hellfire Ramparts
0,21959,103,Orgrimmar
0,22324,103,Shadowmoon Valley
0,22702,103,Shattrath City
0,1481,53,Terokkar Forest
0,23193,291,Netherstorm
0,63242,101,Netherstorm
0,22357,167,Orgrimmar
0,388,19,Shattrath City
0,22419,101,Eye of the Storm
0,63302,NO,Searing Gorge
0,57741,189,Alterac Valley
0,22059,243,Shadowmoon Valley
0,41241,103,Terokkar Forest
0,23060,236,Terokkar Forest
0,23426,103,Terokkar Forest
0,36792,236,Terokkar Forest
0,59471,103,Terokkar Forest
0,22440,103,Silverpine Forest
0,2198,19,Arathi Basin
0,23939,NO,Hellfire Ramparts
0,22061,104,Alterac Valley
0,32629,161,Coilfang: The Slave Pens
0,18141,259,Terokkar Forest
0,23149,103,Netherstorm
0,64355,NO,Eversong Woods
0,64039,NO,Eversong Woods
0,64046,282,Silvermoon City
0,63646,220,The Barrens
0,60855,NO,Silvermoon City
0,64367,NO,Silvermoon City
0,64321,167,Silvermoon City
0,63216,282,Silverpine Forest
