virtual_time,avatar_id,guild,place
0,77462,9,Alterac Mountains
0,65103,NO,Durotar
0,77084,NO,Durotar
0,74746,4,The Barrens
0,25401,110,Orgrimmar
0,70425,53,Isle of Quel'Danas
0,29573,103,Auchindoun: Shadow Labyrinth
0,58724,161,The Mechanar
0,75470,161,Shadowmoon Valley
0,21910,204,Warsong Gulch
0,57942,101,Shattrath City
0,23698,NO,Thousand Needles
0,76989,358,Thousand Needles
0,27103,103,Dustwallow Marsh
0,64622,103,Ashenvale
0,68311,266,Desolace
0,77591,NO,The Barrens
0,77561,4,Thunder Bluff
0,76669,251,Hellfire Peninsula
0,26763,104,Zangarmarsh
0,72847,250,Thunder Bluff
0,74770,282,Thunder Bluff
0,38466,189,Silverpine Forest
0,34684,53,Orgrimmar
0,70813,NO,Orgrimmar
0,17533,103,Shattrath City
0,50739,189,Shattrath City
0,67451,103,Netherstorm
0,73174,103,The Mechanar
0,22484,315,Orgrimmar
0,22503,101,Shattrath City
0,59437,189,Blade's Edge Mountains
0,71404,189,Isle of Quel'Danas
0,73308,161,Orgrimmar
0,4197,101,Alterac Valley
0,20194,103,Warsong Gulch
0,72732,365,Shattrath City
0,17869,104,Nagrand Arena
0,23742,104,The Barrens
0,12568,309,Orgrimmar
0,41763,430,Orgrimmar
0,182,NO,Durotar
0,73787,NO,Durotar
0,71624,315,Tanaris
0,3568,101,Tanaris
0,22246,101,Shattrath City
0,57939,101,Shattrath City
0,66926,104,Netherstorm
0,22559,359,Isle of Quel'Danas
0,22942,365,Warsong Gulch
0,63966,5,The Mechanar
0,75501,282,Hillsbrad Foothills
0,77744,NO,Tirisfal Glades
0,70739,379,Arathi Highlands
0,24747,NO,Zangarmarsh
0,46481,161,Zangarmarsh
0,13716,103,Orgrimmar
0,68587,161,Alterac Valley
0,67450,161,Shadowmoon Valley
0,11316,161,Shattrath City
0,62239,205,Netherstorm
0,6800,NO,Orgrimmar
0,72711,NO,Shattrath City
0,63242,101,Shattrath City
0,20884,104,Shadowmoon Valley
0,22421,101,Loch Modan
0,23291,103,Nagrand Arena
0,1075,161,Isle of Quel'Danas
0,23135,NO,Alterac Valley
0,77696,101,Shattrath City
0,57741,104,Shattrath City
0,59194,282,Orgrimmar
0,70302,103,Orgrimmar
0,29999,358,Terokkar Forest
0,77743,NO,Eversong Woods
0,75053,161,Undercity
0,77571,4,The Barrens
0,77278,NO,Ghostlands
0,77578,NO,Ghostlands
0,77065,NO,Ghostlands
0,77628,NO,Ghostlands
0,77107,320,Orgrimmar
0,77539,NO,Hillsbrad Foothills
0,77623,NO,Ashenvale
0,77503,189,Stonetalon Mountains
0,73376,358,The Barrens
0,77448,282,Hillsbrad Foothills
0,77098,437,Hillsbrad Foothills
0,75659,282,Undercity
0,75102,NO,Undercity
0,62276,4,Stranglethorn Vale
0,76424,282,Feralas
0,43377,NO,Un'Goro Crater
0,75298,365,Zul'Farrak
0,75457,282,Stranglethorn Vale
0,11478,62,Feralas
0,71080,342,Felwood
0,73590,282,Orgrimmar
0,74482,424,Durotar
0,74640,4,Felwood
0,73557,298,Winterspring
0,68977,282,Hellfire Peninsula
0,76721,189,Hellfire Peninsula
0,40923,35,Hellfire Peninsula
0,73114,251,Un'Goro Crater
0,62820,336,Terokkar Forest
0,73469,103,Terokkar Forest
0,75064,358,The Barrens
0,77132,101,Zangarmarsh
0,61922,101,Arathi Basin
0,36571,79,Warsong Gulch
0,65357,282,Shattrath City
0,68506,189,Netherstorm
0,63854,320,Blade's Edge Mountains
0,54003,205,Netherstorm
0,61560,103,Orgrimmar
0,35072,161,Shattrath City
0,37317,103,Shattrath City
0,63527,161,Shattrath City
0,73449,189,Netherstorm
0,68982,282,Netherstorm
0,60216,359,Zangarmarsh
0,67544,103,Arathi Basin
0,54126,204,Arathi Basin
0,35174,103,Arathi Basin
0,62978,103,The Mechanar
0,72307,101,Orgrimmar
0,67884,1,Warsong Gulch
0,57566,103,Netherstorm
0,70190,358,Blade's Edge Mountains
0,58321,402,Orgrimmar
0,35583,103,The Mechanar
0,53785,358,Shadowmoon Valley
0,70173,358,Shattrath City
0,65009,103,Isle of Quel'Danas
0,61893,103,Orgrimmar
0,69535,161,Shattrath City
0,72747,NO,Terokkar Forest
0,73599,365,Zul'Farrak
0,44730,101,Blade's Edge Mountains
0,64511,189,Isle of Quel'Danas
0,63646,220,Orgrimmar
0,62670,189,Alterac Valley
0,39520,150,Shattrath City
0,62446,103,Terokkar Forest
0,57941,336,Terokkar Forest
0,61089,189,Nagrand
0,63384,161,The Barrens
1,75451,154,Tanaris
1,77462,9,Undercity
1,65103,NO,Durotar
1,77084,NO,Durotar
1,74746,4,The Barrens
1,25401,110,Orgrimmar
1,49944,35,Isle of Quel'Danas
1,70425,53,Isle of Quel'Danas
1,18003,161,Shattrath City
1,58724,161,The Mechanar
1,75470,161,Shadowmoon Valley
1,21910,204,Warsong Gulch
1,23698,NO,Thousand Needles
1,76989,358,Dustwallow Marsh
1,64622,103,Ashenvale
1,27103,103,Mulgore
1,77561,4,The Barrens
1,68311,266,The Barrens
1,77591,NO,Thunder Bluff
1,77685,NO,Thunder Bluff
1,25754,35,Hellfire Peninsula
1,76669,251,Hellfire Peninsula
1,76114,282,Shattrath City
1,26763,104,Terokkar Forest
1,72847,250,Felwood
1,74770,282,Thunder Bluff
1,38466,189,Alterac Mountains
1,59436,189,Shattrath City
1,67451,103,Netherstorm
1,162,79,The Barrens
1,34684,53,Arathi Basin
1,73174,103,The Mechanar
1,22484,315,Tanaris
1,22503,101,Isle of Quel'Danas
1,71404,189,Isle of Quel'Danas
1,508,103,Orgrimmar
1,17869,104,Orgrimmar
1,20194,103,Warsong Gulch
1,63330,101,Shattrath City
1,65947,412,Stranglethorn Vale
1,23742,104,The Barrens
1,72732,365,Zangarmarsh
1,28486,NO,Arathi Basin
1,182,NO,Durotar
1,73787,NO,Durotar
1,3568,101,Hellfire Peninsula
1,22246,101,Shattrath City
1,66926,104,Netherstorm
1,22942,365,Warsong Gulch
1,63966,5,The Mechanar
1,28749,103,Shattrath City
