virtual_time,avatar_id,guild,place
0,11213,NO,Durotar
0,1655,44,Orgrimmar
0,10499,10,Durotar
0,10911,NO,The Barrens
0,11004,10,The Barrens
0,7475,10,Silverpine Forest
0,11015,10,Silverpine Forest
0,4079,53,The Barrens
0,764,NO,Thunder Bluff
0,5616,53,Razorfen Downs
0,9598,NO,Thousand Needles
0,7370,23,Arathi Highlands
0,6691,23,Arathi Highlands
0,11028,NO,Undercity
0,9720,53,Swamp of Sorrows
0,6829,55,Stranglethorn Vale
0,3057,65,Arathi Highlands
0,10567,NO,Tanaris
0,7127,67,Orgrimmar
0,2793,12,Orgrimmar
0,2864,NO,Orgrimmar
0,2209,36,Un'Goro Crater
0,2068,10,Un'Goro Crater
0,1058,10,Undercity
0,9260,NO,Scarlet Monastery
0,1518,NO,Un'Goro Crater
0,9743,21,Un'Goro Crater
0,1642,65,Winterspring
0,2808,19,Winterspring
0,59,19,Orgrimmar
0,56,19,Orgrimmar
0,499,19,Orgrimmar
0,410,19,Orgrimmar
0,3634,7,Silithus
0,560,65,Silithus
0,2530,5,Silithus
0,423,7,Undercity
0,409,55,Tirisfal Glades
0,48,3,Stratholme
0,758,5,Duskwood
0,7495,65,Eastern Plaguelands
0,57,5,Molten Core
0,47,5,Molten Core
0,64,5,Molten Core
0,500,5,Molten Core
0,744,5,Molten Core
0,6544,5,Molten Core
0,1933,71,Maraudon
0,8190,71,Maraudon
0,28,62,Zul'Gurub
0,1408,62,Zul'Gurub
0,31,62,Zul'Gurub
0,2019,62,Azshara
0,501,NO,Feralas
0,62,5,Scarlet Monastery
0,29,NO,Blasted Lands
0,445,NO,Blasted Lands
0,2481,5,The Barrens
0,1250,NO,Deadwind Pass
0,32,NO,Deadwind Pass
0,10223,65,Arathi Basin
0,1801,62,Arathi Basin
0,980,NO,Arathi Basin
0,43,5,Arathi Highlands
0,2262,19,Burning Steppes
0,11257,NO,Mulgore
0,11227,NO,Mulgore
0,11191,NO,Mulgore
0,11119,NO,Mulgore
0,10243,NO,Durotar
0,11214,NO,Mulgore
0,10012,NO,Mulgore
0,11048,NO,Mulgore
0,11049,NO,Mulgore
0,7655,53,The Barrens
0,10599,58,Thousand Needles
0,10361,1,Thousand Needles
0,10373,70,Thousand Needles
0,10637,71,Orgrimmar
0,9761,7,Ashenvale
0,9933,69,Ashenvale
0,8610,69,Ashenvale
0,7617,58,Stonetalon Mountains
0,10191,58,Thunder Bluff
0,10192,58,Thunder Bluff
0,7285,19,Thousand Needles
0,2549,10,Thousand Needles
0,3667,7,Orgrimmar
0,7411,53,Hillsbrad Foothills
0,10015,69,Ashenvale
0,3012,10,Desolace
0,6613,NO,Desolace
0,1506,23,Stranglethorn Vale
0,5809,NO,Stranglethorn Vale
0,1610,23,Stranglethorn Vale
0,2550,3,Tanaris
0,4816,55,Orgrimmar
0,9443,10,Alterac Mountains
0,8654,1,Swamp of Sorrows
0,3218,53,Stranglethorn Vale
0,9820,53,Stranglethorn Vale
0,8638,70,Stranglethorn Vale
0,4301,NO,Stranglethorn Vale
0,10414,58,Feralas
0,3760,5,Scarlet Monastery
0,6480,53,The Hinterlands
0,80,65,Arathi Highlands
0,2462,19,Tanaris
0,693,46,Tanaris
0,1531,19,Un'Goro Crater
0,4171,65,Un'Goro Crater
0,2024,3,Duskwood
0,3202,19,Searing Gorge
0,5783,53,Azshara
0,5770,19,Azshara
0,90,5,Felwood
0,92,10,Alterac Mountains
0,2171,3,Eastern Plaguelands
0,3275,19,Blasted Lands
0,105,NO,Tanaris
0,1194,23,Azshara
0,1040,7,Azshara
0,4989,55,Blackrock Spire
0,694,65,Blackrock Spire
0,1090,65,Winterspring
0,726,12,Razorfen Downs
0,73,62,Orgrimmar
0,754,7,Orgrimmar
0,1717,21,Silithus
0,84,65,Silithus
0,1581,65,Silithus
0,1063,NO,Silithus
0,129,1,Stratholme
0,949,5,Molten Core
0,1389,5,Molten Core
0,863,62,Zul'Gurub
0,151,62,Zul'Gurub
0,1533,62,Zul'Gurub
0,1089,19,Western Plaguelands
0,8709,19,Blasted Lands
0,1532,NO,Felwood
0,1936,3,Scholomance
0,132,50,Arathi Basin
0,6449,NO,Arathi Basin
0,162,70,Arathi Basin
0,429,1,Blackrock Spire
0,4985,1,Blackrock Spire
0,5739,13,Blackrock Spire
0,135,19,Burning Steppes
0,1336,3,Orgrimmar
0,1504,65,Orgrimmar
0,659,19,Tirisfal Glades
0,997,3,Stratholme
0,667,65,Ashenvale
0,480,5,Molten Core
0,811,5,Molten Core
0,4158,70,Azshara
0,1168,70,Arathi Basin
0,133,1,Blackrock Spire
0,10330,65,Orgrimmar
0,414,65,Orgrimmar
0,1253,5,Silithus
0,149,65,Silithus
0,4501,5,Undercity
0,1454,5,Molten Core
0,134,5,Molten Core
0,167,5,Molten Core
0,2548,19,Burning Steppes
0,4948,62,Zul'Gurub
0,737,5,Scarlet Monastery
0,508,65,Winterspring
0,1118,7,Orgrimmar
0,886,62,Un'Goro Crater
0,546,NO,Un'Goro Crater
0,645,65,Silithus
0,137,65,Eastern Plaguelands
0,868,5,Molten Core
0,2050,5,Molten Core
0,178,62,Zul'Gurub
0,2057,3,Scholomance
0,1390,70,Arathi Basin
0,130,1,Blackrock Spire
0,1567,19,Burning Steppes
0,182,NO,Durotar
0,11258,NO,Durotar
0,10768,NO,The Barrens
0,8645,NO,Silverpine Forest
0,8905,23,Thousand Needles
0,10435,69,Ashenvale
0,10720,53,Stonetalon Mountains
0,10281,21,Stonetalon Mountains
0,8962,21,The Barrens
0,2277,3,The Barrens
0,4302,1,Ashenvale
0,3176,23,Desolace
0,7963,NO,Stranglethorn Vale
0,10400,NO,Stranglethorn Vale
0,772,3,The Barrens
0,1049,NO,Thunder Bluff
0,7009,12,Razorfen Downs
0,3446,13,Tanaris
0,6062,21,Alterac Mountains
0,9691,53,Swamp of Sorrows
0,5532,46,Stranglethorn Vale
0,1443,10,Badlands
0,3568,10,Feralas
0,2584,3,Uldaman
0,10026,1,Un'Goro Crater
0,2970,NO,Stranglethorn Vale
0,1123,23,The Hinterlands
0,450,NO,Orgrimmar
0,2099,19,Orgrimmar
0,2627,65,Blasted Lands
0,8470,3,Felwood
0,2009,19,Felwood
0,2500,58,Blackrock Spire
0,2686,58,Winterspring
0,511,10,Thousand Needles
0,236,3,Orgrimmar
0,1445,3,Orgrimmar
0,3924,10,Orgrimmar
0,1354,NO,Orgrimmar
0,2460,10,Orgrimmar
0,2657,19,Orgrimmar
0,4044,65,Orgrimmar
0,258,5,Orgrimmar
0,254,1,Orgrimmar
0,2692,3,Uldaman
0,456,19,Un'Goro Crater
0,2484,53,Silithus
0,1131,53,Silithus
0,2835,65,Silithus
0,207,70,Silithus
0,6576,19,Tirisfal Glades
0,211,65,Stratholme
0,3111,65,Stratholme
0,244,19,Durotar
0,9999,53,Desolace
0,4282,5,Molten Core
0,2052,5,Molten Core
0,1320,5,Molten Core
0,1766,5,Molten Core
0,512,5,Molten Core
0,1583,5,Molten Core
0,843,5,Molten Core
0,2391,5,Molten Core
0,636,5,Molten Core
0,4434,5,Molten Core
0,223,5,Molten Core
0,220,5,Molten Core
0,228,62,Zul'Gurub
0,778,62,Zul'Gurub
0,1386,62,Zul'Gurub
0,6946,3,Scholomance
0,8665,65,Arathi Basin
0,253,3,Arathi Basin
0,685,10,Arathi Basin
0,235,55,Blackrock Spire
0,2145,58,Blackrock Spire
0,11209,NO,Tirisfal Glades
0,11255,NO,Tirisfal Glades
0,11254,NO,Tirisfal Glades
0,11114,NO,Tirisfal Glades
0,10275,NO,Tirisfal Glades
