virtual_time,avatar_id,guild,place
0,16556,NO,Orgrimmar
0,21444,NO,Thousand Needles
0,2049,9,Thousand Needles
0,16817,9,Thousand Needles
0,7742,94,Undercity
0,20917,53,Undercity
0,19190,72,Feralas
0,1996,93,Un'Goro Crater
0,21191,94,Winterspring
0,6691,23,Alterac Valley
0,1833,5,Ruins of Ahn'Qiraj
0,1872,5,Ruins of Ahn'Qiraj
0,10223,5,Ruins of Ahn'Qiraj
0,48,5,Ruins of Ahn'Qiraj
0,703,5,Ruins of Ahn'Qiraj
0,44,5,Ruins of Ahn'Qiraj
0,3510,5,Ruins of Ahn'Qiraj
0,582,19,Silithus
0,53,5,Silithus
0,23,21,Warsong Gulch
0,4147,19,Tirisfal Glades
0,3029,5,Eastern Plaguelands
0,1974,72,Burning Steppes
0,13851,72,Zul'Gurub
0,45,72,Zul'Gurub
0,11867,72,Zul'Gurub
0,11288,72,Zul'Gurub
0,11273,23,Feralas
0,560,5,Felwood
0,57,5,Arathi Basin
0,62,5,Arathi Basin
0,13542,5,Arathi Basin
0,16,21,Arathi Basin
0,18889,93,Blackrock Spire
0,502,62,Blackwing Lair
0,3634,62,Blackwing Lair
0,1409,62,Blackwing Lair
0,1191,19,Blackwing Lair
0,59,19,Blackwing Lair
0,423,62,Blackwing Lair
0,1642,62,Blackwing Lair
0,2808,19,Blackwing Lair
0,1029,62,Blackwing Lair
0,499,19,Blackwing Lair
0,31,62,Blackwing Lair
0,2519,62,Blackwing Lair
0,21594,94,Durotar
0,21592,94,Durotar
0,21633,94,Mulgore
0,19054,94,The Barrens
0,21457,53,The Barrens
0,21573,94,The Barrens
0,21459,53,The Barrens
0,21259,94,Ashenvale
0,20240,94,Ashenvale
0,19915,94,Stonetalon Mountains
0,21569,94,The Barrens
0,8558,NO,Thousand Needles
0,11020,94,Hillsbrad Foothills
0,20155,3,Tanaris
0,18723,21,Feralas
0,20980,94,The Hinterlands
0,16114,NO,Arathi Basin
0,17335,72,Burning Steppes
0,20134,23,Winterspring
0,20452,19,Western Plaguelands
0,4985,62,Dire Maul
0,17572,19,Orgrimmar
0,19300,NO,Alterac Valley
0,13940,NO,Alterac Valley
0,140,5,Ruins of Ahn'Qiraj
0,1658,5,Ruins of Ahn'Qiraj
0,15921,5,Ruins of Ahn'Qiraj
0,1063,53,Silithus
0,1040,72,Zul'Gurub
0,11690,72,Zul'Gurub
0,11522,72,Azshara
0,18952,23,Stranglethorn Vale
0,6449,62,Scarlet Monastery
0,15844,19,The Barrens
0,132,62,Blackwing Lair
0,1936,19,Blackwing Lair
0,939,62,Blackwing Lair
0,6600,19,Blackwing Lair
0,1812,62,Blackwing Lair
0,1219,62,Blackwing Lair
0,1533,62,Blackwing Lair
0,1089,19,Blackwing Lair
0,10394,21,Dire Maul
0,667,5,Ruins of Ahn'Qiraj
0,10109,5,Ruins of Ahn'Qiraj
0,5783,53,Stranglethorn Vale
0,7285,19,Feralas
0,11609,NO,Blackrock Spire
0,1336,19,Blackwing Lair
0,2404,21,Winterspring
0,11214,93,Alterac Valley
0,166,5,Ruins of Ahn'Qiraj
0,149,5,Silithus
0,958,NO,Undercity
0,15722,62,Wetlands
0,69,72,Zul'Gurub
0,127,19,Arathi Basin
0,16780,93,Arathi Basin
0,17163,93,Blackrock Spire
0,1520,19,Blackwing Lair
0,172,19,Blackwing Lair
0,2548,19,Blackwing Lair
0,414,62,Blackwing Lair
0,13391,62,Dire Maul
0,13837,23,Orgrimmar
0,1540,21,Alterac Valley
0,1459,5,Ruins of Ahn'Qiraj
0,12295,23,Azshara
0,1410,72,Western Plaguelands
0,11710,NO,Arathi Basin
0,17302,19,Blackwing Lair
0,2057,19,Blackwing Lair
0,1170,62,Blackwing Lair
0,508,62,Blackwing Lair
0,601,19,Blackwing Lair
0,990,62,Blackwing Lair
0,182,NO,Durotar
0,20602,94,Durotar
0,21627,94,Durotar
0,21328,94,Undercity
0,21624,NO,Durotar
0,21032,72,Durotar
0,21442,NO,The Barrens
0,21012,23,The Barrens
0,9629,NO,The Barrens
0,20961,23,Hillsbrad Foothills
0,19311,5,The Barrens
0,1162,1,The Barrens
0,3649,23,Thousand Needles
0,1629,3,Stranglethorn Vale
0,20860,94,Stranglethorn Vale
0,19033,94,Stranglethorn Vale
0,20846,53,Stranglethorn Vale
0,15634,94,Tirisfal Glades
0,18472,23,Undercity
0,18253,72,Eastern Plaguelands
0,17981,5,Ashenvale
0,19020,23,Silithus
0,5298,93,Orgrimmar
0,7282,NO,Silithus
0,8340,21,Dire Maul
0,8463,21,Dire Maul
0,812,5,Dire Maul
0,843,5,Tanaris
0,16490,NO,Orgrimmar
0,197,NO,Orgrimmar
0,19350,5,Orgrimmar
0,5582,23,Orgrimmar
0,19696,NO,Orgrimmar
0,9999,53,Orgrimmar
0,6420,62,Orgrimmar
0,203,19,Alterac Valley
0,2613,96,Alterac Valley
0,195,NO,Alterac Valley
0,236,5,Ruins of Ahn'Qiraj
0,16702,5,Ruins of Ahn'Qiraj
0,237,5,Ruins of Ahn'Qiraj
0,8524,5,Ruins of Ahn'Qiraj
0,11815,5,Ruins of Ahn'Qiraj
0,217,5,Ruins of Ahn'Qiraj
0,1386,5,Ruins of Ahn'Qiraj
0,19694,94,Un'Goro Crater
0,240,72,Silithus
0,19258,19,Silithus
0,842,5,Hillsbrad Foothills
0,15410,72,Zul'Gurub
0,11179,72,Zul'Gurub
0,7963,72,Zul'Gurub
0,2854,72,Zul'Gurub
0,7171,53,Arathi Basin
0,12663,23,Arathi Basin
0,208,21,Arathi Basin
0,2946,23,Blackrock Spire
0,255,5,Burning Steppes
0,456,19,Blackwing Lair
0,7009,62,Blackwing Lair
0,1943,19,Blackwing Lair
0,6946,19,Blackwing Lair
0,246,19,Blackwing Lair
0,1011,19,Blackwing Lair
0,224,62,Blackwing Lair
0,513,62,Blackwing Lair
0,660,19,Blackwing Lair
