virtual_time,avatar_id,guild,place
0,19607,62,Durotar
0,15306,93,Azshara
0,6241,5,Dire Maul
0,5203,72,Eastern Plaguelands
0,8190,NO,Maraudon
0,34,5,Western Plaguelands
0,502,62,Felwood
0,18146,93,Hillsbrad Foothills
0,13871,96,Stonetalon Mountains
0,19300,93,Badlands
0,17819,23,Orgrimmar
0,3742,72,Un'Goro Crater
0,10394,90,Stranglethorn Vale
0,17276,19,Undercity
0,1371,18,Eastern Plaguelands
0,6953,62,Orgrimmar
0,14764,72,Scholomance
0,18381,1,Burning Steppes
0,127,72,Winterspring
0,13837,23,Scholomance
0,182,NO,Durotar
0,19694,NO,Durotar
0,19508,NO,Durotar
0,19696,NO,Durotar
0,18512,NO,Hillsbrad Foothills
0,18582,93,Ashenvale
0,19568,NO,The Barrens
0,18983,3,Arathi Highlands
0,9240,3,Winterspring
0,12284,NO,Silithus
0,19350,5,Winterspring
0,14978,NO,Dire Maul
0,7910,23,Silithus
0,3491,79,Silithus
0,1156,23,Felwood
0,11179,72,Scholomance
0,1597,72,Scholomance
0,19718,NO,Tirisfal Glades
0,19589,NO,Ashenvale
0,17821,NO,The Barrens
0,18145,90,Thousand Needles
0,19689,NO,Stranglethorn Vale
0,17623,NO,Dustwallow Marsh
0,19588,79,Stranglethorn Vale
0,12166,19,Badlands
0,19579,21,Feralas
0,16217,90,Tirisfal Glades
0,11639,93,Azshara
0,18458,72,Felwood
0,16813,93,Winterspring
0,14769,23,Dire Maul
0,296,21,Orgrimmar
0,971,18,Silithus
0,321,5,Eastern Plaguelands
0,464,65,Western Plaguelands
0,12646,19,Winterspring
0,303,23,Dire Maul
0,360,93,Durotar
0,14766,72,Scholomance
0,13795,19,Winterspring
0,920,72,Azshara
0,12818,72,Winterspring
0,399,19,Orgrimmar
0,396,62,Feralas
0,6828,21,Western Plaguelands
0,1449,23,Dire Maul
0,6733,NO,Orgrimmar
0,1383,62,Silithus
0,973,93,Durotar
1,19087,NO,Orgrimmar
1,19607,62,Silverpine Forest
1,15306,93,Azshara
1,6241,5,Dire Maul
1,5203,72,Undercity
1,34,5,Western Plaguelands
1,19746,NO,Mulgore
1,18146,93,Hillsbrad Foothills
1,13871,96,Stonetalon Mountains
1,19300,93,Duskwood
1,3665,19,Tanaris
1,3742,72,Un'Goro Crater
1,17819,23,Durotar
1,10394,90,Stranglethorn Vale
1,17302,19,Undercity
1,1371,18,Eastern Plaguelands
1,6953,62,Durotar
1,14764,72,Scholomance
1,18381,1,Burning Steppes
1,127,72,Winterspring
1,14513,5,The Hinterlands
1,13837,23,Scholomance
1,6238,23,Orgrimmar
1,19508,NO,Orgrimmar
1,182,NO,Durotar
