virtual_time,avatar_id,guild,place
0,29444,NO,Durotar
0,28671,104,The Barrens
0,28621,NO,The Barrens
0,26885,NO,The Barrens
0,28782,106,Thousand Needles
0,28801,103,Stonetalon Mountains
0,28494,23,The Barrens
0,25810,163,The Barrens
0,22412,72,Hillsbrad Foothills
0,13371,23,Hillsbrad Foothills
0,23332,104,Durotar
0,3256,NO,Orgrimmar
0,22591,NO,Ragefire Chasm
0,11346,90,Eastern Plaguelands
0,22307,102,Wailing Caverns
0,10223,5,Orgrimmar
0,23340,103,Orgrimmar
0,24175,103,Alterac Valley
0,22005,103,Alterac Valley
0,21968,101,Ahn'Qiraj
0,23609,103,Un'Goro Crater
0,875,5,Undercity
0,764,19,Durotar
0,22809,90,Durotar
0,21990,103,Durotar
0,22051,104,Zul'Farrak
0,1409,104,Western Plaguelands
0,57,5,Arathi Basin
0,1564,72,Blackrock Spire
0,19190,72,Blackrock Spire
0,6691,23,Dire Maul
0,21992,104,Dustwallow Marsh
0,22031,104,Orgrimmar
0,22594,102,Alterac Valley
0,23532,103,Silithus
0,22271,101,Silithus
0,23,101,Silithus
0,4002,5,Silithus
0,22218,101,Silithus
0,2808,19,Zul'Gurub
0,11273,23,The Barrens
0,21565,103,Deadwind Pass
0,50,104,Arathi Basin
0,25214,105,Thunder Bluff
0,22144,101,Silithus
0,24603,103,Silithus
0,22844,103,Silithus
0,15111,103,Undercity
0,1058,21,Stranglethorn Vale
0,44,5,The Temple of Atal'Hakkar
0,11867,104,Blackrock Spire
0,21910,5,Alterac Valley
0,9085,72,Blackrock Spire
0,22200,103,Dire Maul
0,22719,104,Orgrimmar
0,23605,105,Silithus
0,29222,NO,Mulgore
0,29035,NO,Tirisfal Glades
0,19140,90,The Barrens
0,27554,NO,The Barrens
0,28750,106,The Barrens
0,28768,NO,Thunder Bluff
0,28504,102,Thunder Bluff
0,28678,NO,Durotar
0,28302,102,Stonetalon Mountains
0,28762,102,The Barrens
0,22948,106,Thunder Bluff
0,18601,NO,Thousand Needles
0,17351,23,Thousand Needles
0,28486,NO,Orgrimmar
0,16193,155,Warsong Gulch
0,26894,19,Desolace
0,28164,102,Stonetalon Mountains
0,13116,NO,Stranglethorn Vale
0,27710,106,Scarlet Monastery
0,23613,102,The Barrens
0,26272,106,The Barrens
0,25061,102,Tanaris
0,23237,53,Tirisfal Glades
0,29447,104,Maraudon
0,25557,163,Zul'Farrak
0,22851,156,Stranglethorn Vale
0,26570,105,Stranglethorn Vale
0,6556,19,Stranglethorn Vale
0,25776,163,Badlands
0,26378,105,Mulgore
0,20564,103,The Temple of Atal'Hakkar
0,18410,19,Eastern Plaguelands
0,13184,103,Orgrimmar
0,27109,NO,Alterac Valley
0,23180,104,Dire Maul
0,22522,104,Orgrimmar
0,21861,104,Orgrimmar
0,694,5,Alterac Valley
0,162,62,Alterac Valley
0,8709,103,Ahn'Qiraj
0,21879,103,Ahn'Qiraj
0,22983,101,Ahn'Qiraj
0,22542,103,Un'Goro Crater
0,18952,103,Silithus
0,22071,103,Silithus
0,22119,101,Silithus
0,21878,101,Silithus
0,20937,90,Undercity
0,22338,101,Undercity
0,566,5,Swamp of Sorrows
0,16638,103,Stratholme
0,13940,104,Durotar
0,21241,104,Durotar
0,123,80,Searing Gorge
0,11690,103,Burning Steppes
0,1717,21,Zul'Gurub
0,863,104,Stranglethorn Vale
0,18723,21,Stranglethorn Vale
0,23203,104,Badlands
0,22220,5,Western Plaguelands
0,22541,101,The Barrens
0,15844,19,The Barrens
0,4650,62,Arathi Basin
0,1040,72,Blackrock Spire
0,1658,5,Blackrock Spire
0,21876,102,Wailing Caverns
0,23886,53,Orgrimmar
0,22841,101,Orgrimmar
0,22027,103,Silithus
0,22347,103,Eastern Plaguelands
0,862,NO,Blasted Lands
0,11609,5,The Barrens
0,4816,23,Dire Maul
0,22008,103,Orgrimmar
0,27432,101,Ahn'Qiraj
0,4948,103,Silithus
0,22148,103,Silithus
0,22053,101,Silithus
0,23865,103,Silithus
0,15722,104,Undercity
0,3275,19,Undercity
0,22473,NO,Warsong Gulch
0,22447,101,Searing Gorge
0,22330,104,Stranglethorn Vale
0,567,5,Western Plaguelands
0,22619,NO,Western Plaguelands
0,69,72,Blackrock Spire
0,427,23,Orgrimmar
0,22426,103,Ahn'Qiraj
0,29046,101,Ahn'Qiraj
0,21834,103,Silithus
0,21963,103,Silithus
0,21885,101,Silithus
0,23311,101,Silithus
0,118,5,Tirisfal Glades
0,22653,104,Eastern Plaguelands
0,136,104,Searing Gorge
0,26297,19,Zul'Gurub
0,21970,104,Zul'Farrak
0,7095,5,Stranglethorn Vale
0,1567,19,Feralas
0,22293,104,Orgrimmar
0,29415,NO,Durotar
0,29449,NO,Durotar
0,182,NO,Durotar
0,29450,NO,Durotar
0,28651,NO,Wailing Caverns
0,29089,NO,Durotar
0,28743,163,Mulgore
0,28896,NO,Mulgore
0,29217,NO,The Barrens
0,28789,NO,The Barrens
0,29013,NO,The Barrens
0,29043,NO,The Barrens
0,28953,NO,The Barrens
0,25053,NO,The Barrens
0,29221,106,The Barrens
0,29320,NO,Thunder Bluff
0,28900,NO,Thousand Needles
0,28218,102,Wailing Caverns
0,20958,NO,Hillsbrad Foothills
0,28382,NO,Thousand Needles
0,22401,72,Hillsbrad Foothills
0,24095,102,Undercity
0,19375,163,Undercity
0,24166,155,Desolace
0,26625,106,Badlands
0,27830,155,Arathi Highlands
0,24945,102,Stranglethorn Vale
0,23494,103,Feralas
0,25938,90,Burning Steppes
0,27129,104,Maraudon
0,22368,106,Badlands
0,16041,5,The Hinterlands
0,15634,106,Zul'Farrak
0,18898,3,Stranglethorn Vale
0,18566,72,Felwood
0,23327,NO,The Hinterlands
0,24600,5,Orgrimmar
0,1484,72,Eastern Plaguelands
0,7084,19,Badlands
0,10346,96,Searing Gorge
0,25582,106,Scholomance
0,8018,104,Scholomance
0,18472,23,Dire Maul
0,21891,104,Orgrimmar
0,16490,103,Ahn'Qiraj
0,23414,NO,Winterspring
0,19350,5,Winterspring
0,21890,103,Winterspring
0,22771,101,Orgrimmar
0,23978,103,Alterac Valley
0,3568,103,Alterac Valley
0,22154,103,Ahn'Qiraj
0,22048,103,Ahn'Qiraj
0,22167,103,Ahn'Qiraj
0,23088,101,Silithus
0,7963,103,Silithus
0,19258,19,Stratholme
0,8463,104,Eastern Plaguelands
0,22155,104,Maraudon
0,1524,19,Zul'Farrak
0,22488,156,Azshara
0,23408,101,Scarlet Monastery
0,22137,102,Felwood
0,19791,106,Scholomance
0,23328,102,Arathi Basin
0,8665,5,Arathi Basin
0,11236,19,Burning Steppes
0,21894,104,Dustwallow Marsh
0,255,5,Orgrimmar
0,22675,101,Silithus
0,2854,103,Silithus
0,778,5,Stratholme
0,14597,19,Zul'Gurub
0,26340,103,Stranglethorn Vale
0,23221,101,Feralas
0,24276,147,Western Plaguelands
0,22102,102,Western Plaguelands
0,23123,NO,Felwood
0,18610,5,Orgrimmar
0,22666,104,Durotar
0,23554,53,Blackrock Spire
0,18473,23,Dire Maul
0,1391,21,Orgrimmar
0,16473,19,Orgrimmar
0,22682,103,Silithus
0,21957,103,Silithus
0,22654,104,Undercity
0,222,62,Searing Gorge
0,8524,104,Stranglethorn Vale
0,21892,103,Feralas
0,21421,103,Arathi Basin
0,11291,53,Blackrock Spire
0,12111,23,Orgrimmar
0,23814,53,Orgrimmar
0,22391,101,Ahn'Qiraj
0,456,19,Zul'Farrak
0,22210,104,Stranglethorn Vale
0,7087,19,Feralas
0,23800,NO,Scholomance
0,18080,NO,Tirisfal Glades
0,29422,NO,Tirisfal Glades
0,29451,NO,Tirisfal Glades
0,29430,NO,Undercity
0,21764,21,The Barrens
0,28496,NO,The Barrens
0,20683,NO,Silverpine Forest
0,11945,53,Orgrimmar
0,28250,5,Hillsbrad Foothills
0,27202,NO,Stonetalon Mountains
0,28511,105,Tanaris
0,27940,102,Orgrimmar
0,281,19,Orgrimmar
0,27388,NO,Undercity
0,17843,53,Undercity
0,22683,NO,Warsong Gulch
0,26512,102,Ashenvale
0,27392,155,The Barrens
0,27190,NO,Arathi Highlands
0,27560,NO,Dustwallow Marsh
0,23825,NO,Swamp of Sorrows
0,21806,19,Zul'Farrak
0,25619,NO,Badlands
0,9906,53,Felwood
0,15217,102,Arathi Basin
0,23872,103,Orgrimmar
0,26185,5,Orgrimmar
0,7208,NO,Alterac Valley
0,23118,104,Searing Gorge
0,2579,106,Searing Gorge
0,23291,103,Felwood
0,20988,5,Felwood
0,25193,106,Undercity
0,17206,5,Eastern Plaguelands
0,12930,53,Felwood
0,27595,102,Burning Steppes
0,25120,155,Tirisfal Glades
0,21181,155,Eastern Plaguelands
0,7154,97,Eastern Plaguelands
0,554,23,Dire Maul
0,25971,104,Orgrimmar
0,354,5,Orgrimmar
0,21984,NO,Orgrimmar
0,9457,104,Orgrimmar
0,12981,101,Orgrimmar
0,22525,104,Orgrimmar
0,22171,105,Orgrimmar
