virtual_time,avatar_id,guild,place
0,73295,NO,Orgrimmar
0,75529,NO,Orgrimmar
0,74985,176,Undercity
0,75470,NO,Ashenvale
0,73390,161,Desolace
0,73018,251,The Barrens
0,65943,273,Felwood
0,75512,NO,Silverpine Forest
0,16325,282,Hellfire Peninsula
0,72840,NO,Blade's Edge Mountains
0,22762,104,Karazhan
0,34216,53,Karazhan
0,48432,79,Karazhan
0,3634,62,Karazhan
0,22809,101,Isle of Quel'Danas
0,37,169,Isle of Quel'Danas
0,56181,104,Orgrimmar
0,22466,101,Shattrath City
0,22876,103,The Blood Furnace
0,68115,324,Karazhan
0,22162,103,Karazhan
0,22435,103,Alterac Valley
0,20022,105,Shattrath City
0,12938,103,Shattrath City
0,22031,104,Shattrath City
0,28,62,Eye of the Storm
0,71871,161,Eye of the Storm
0,31407,101,The Blood Furnace
0,58724,250,Silverpine Forest
0,70251,103,Arathi Basin
0,22557,103,Arathi Basin
0,60379,NO,Karazhan
0,70426,101,Orgrimmar
0,72857,4,Terokkar Forest
0,21960,103,Ghostlands
0,1974,205,Karazhan
0,49719,79,Karazhan
0,14525,79,Orgrimmar
0,74654,281,Alterac Valley
0,22200,104,Ghostlands
0,25381,320,Tanaris
0,73774,365,Dustwallow Marsh
0,73850,251,Dustwallow Marsh
0,72174,413,Orgrimmar
0,70829,167,Alterac Mountains
0,74022,NO,Hillsbrad Foothills
0,70479,282,Hillsbrad Foothills
0,74719,408,Stonetalon Mountains
0,74794,NO,Stonetalon Mountains
0,74957,NO,Stonetalon Mountains
0,75574,NO,Mulgore
0,64520,315,Mulgore
0,75571,NO,The Barrens
0,27212,257,The Hinterlands
0,22845,117,The Hinterlands
0,26120,205,Thunder Bluff
0,71918,161,Hellfire Peninsula
0,57946,282,Hellfire Peninsula
0,75113,408,Felwood
0,71801,365,Zangarmarsh
0,20879,191,Shattrath City
0,72934,4,Nagrand
0,74127,101,Netherstorm
0,73160,393,The Blood Furnace
0,18133,393,The Blood Furnace
0,33910,103,Karazhan
0,939,62,Karazhan
0,17533,103,Karazhan
0,6600,19,Karazhan
0,70476,35,Karazhan
0,68544,79,Karazhan
0,71219,250,Karazhan
0,71487,161,Isle of Quel'Danas
0,84,103,Isle of Quel'Danas
0,26752,104,Orgrimmar
0,23577,103,Orgrimmar
0,1717,103,Alterac Valley
0,70813,250,Shadowmoon Valley
0,1936,103,Shattrath City
0,62085,189,Shattrath City
0,17656,5,Shattrath City
0,22716,101,Shattrath City
