virtual_time,avatar_id,guild,place
0,22785,359,Blade's Edge Mountains
0,24175,NO,Shadowmoon Valley
0,69930,9,The Shattered Halls
0,64835,53,Nagrand
0,70558,336,Hillsbrad Foothills
0,22338,35,Shadowmoon Valley
0,29528,161,Warsong Gulch
0,22715,282,Nagrand
0,61542,103,Shattrath City
0,23938,189,Arathi Basin
0,61856,104,Blade's Edge Mountains
0,22072,NO,Isle of Quel'Danas
0,24491,103,Shattrath City
0,21939,359,The Shattered Halls
0,24344,NO,Orgrimmar
0,182,NO,Durotar
0,50602,103,Swamp of Sorrows
0,191,3,Terokkar Forest
0,25748,259,The Shattered Halls
0,22756,169,Orgrimmar
0,67945,103,Orgrimmar
0,22039,103,Orgrimmar
0,32748,35,Terokkar Forest
0,71204,205,Terokkar Forest
0,12646,204,Hillsbrad Foothills
0,26333,NO,Maraudon
0,393,62,Hellfire Peninsula
0,22253,103,Orgrimmar
0,1075,NO,Terokkar Forest
0,1384,62,Terokkar Forest
0,13021,204,Terokkar Forest
0,24487,359,Shattrath City
0,23624,115,Searing Gorge
0,18748,62,Zangarmarsh
0,36641,NO,The Barrens
0,38336,19,Hillsbrad Foothills
0,59756,358,Maraudon
0,70811,358,Maraudon
0,71458,161,Stranglethorn Vale
0,66274,315,Orgrimmar
0,70524,358,Stranglethorn Vale
0,70324,101,Winterspring
0,66621,320,Thunder Bluff
0,70125,282,Terokkar Forest
0,34776,103,Orgrimmar
0,57314,189,Shattrath City
0,64792,167,Terokkar Forest
0,43127,103,Isle of Quel'Danas
0,38375,104,Orgrimmar
0,63216,204,Orgrimmar
0,35655,259,The Shattered Halls
0,52092,243,Nagrand
0,67043,205,Netherstorm
0,68875,101,Arathi Basin
0,52362,167,Shattrath City
0,24126,NO,Orgrimmar
0,42837,NO,Orgrimmar
0,47888,189,Maraudon
0,47182,103,The Shattered Halls
0,53911,103,Maraudon
1,27456,NO,Orgrimmar
1,22785,359,Blade's Edge Mountains
1,24175,NO,Shadowmoon Valley
1,69930,9,The Shattered Halls
1,64835,53,Blade's Edge Mountains
1,70558,336,Hillsbrad Foothills
1,62302,NO,Undercity
1,29528,161,Eye of the Storm
1,22715,282,Nagrand
1,61542,103,Orgrimmar
1,23938,189,Arathi Basin
1,22072,NO,Isle of Quel'Danas
1,24491,103,Shattrath City
1,21939,359,The Shattered Halls
1,61856,104,Netherstorm
1,32790,228,Orgrimmar
1,182,NO,Durotar
1,191,3,Orgrimmar
1,50602,103,Shattrath City
1,25748,259,The Shattered Halls
1,22756,169,Orgrimmar
1,22039,103,Shattrath City
1,32748,35,Terokkar Forest
1,71204,205,Terokkar Forest
1,12646,204,Hillsbrad Foothills
1,26333,NO,Maraudon
1,22551,101,Terokkar Forest
1,22253,103,Blade's Edge Mountains
1,1075,NO,Shadowmoon Valley
1,1384,62,Shadowmoon Valley
1,13021,204,Shadowmoon Valley
1,393,62,Netherstorm
1,18748,62,Blade's Edge Mountains
1,36641,NO,The Barrens
1,34751,320,Orgrimmar
1,38336,19,Hillsbrad Foothills
1,71519,4,Hillsbrad Foothills
1,59756,358,Maraudon
1,70811,358,Maraudon
1,71458,161,Stranglethorn Vale
1,66274,315,Orgrimmar
1,70524,358,Stranglethorn Vale
1,70324,101,Winterspring
1,66621,320,Thunder Bluff
1,70125,282,Terokkar Forest
1,34776,103,Orgrimmar
1,57314,189,Nagrand
1,64792,167,Terokkar Forest
1,43127,103,Isle of Quel'Danas
1,37536,104,Isle of Quel'Danas
1,38375,104,Orgrimmar
1,63216,204,Orgrimmar
1,35655,259,The Shattered Halls
1,52092,243,Nagrand
1,67043,205,Netherstorm
1,68875,101,Arathi Basin
1,24126,NO,Orgrimmar
1,47888,189,Maraudon
1,47182,103,The Shattered Halls
1,42837,NO,Arathi Basin
1,53911,103,Shattrath City
2,24175,NO,Shadowmoon Valley
2,69930,9,The Shattered Halls
2,64835,53,Zangarmarsh
2,70558,336,Orgrimmar
2,62302,NO,Undercity
2,29528,161,Warsong Gulch
2,23737,189,Blade's Edge Mountains
2,22793,359,Blade's Edge Mountains
2,22715,282,Nagrand
2,24454,NO,Isle of Quel'Danas
2,61542,103,Orgrimmar
2,23938,189,Arathi Basin
2,61856,104,Hellfire Peninsula
2,22072,NO,Isle of Quel'Danas
2,24491,103,Shattrath City
2,21939,359,The Shattered Halls
2,182,NO,Durotar
2,62541,174,Orgrimmar
2,50602,NO,Dustwallow Marsh
2,24897,6,Shattrath City
2,5965,5,Shattrath City
2,25748,259,The Shattered Halls
2,1177,9,Shattrath City
2,71204,205,Shattrath City
2,352,19,Shattrath City
2,32748,35,Terokkar Forest
2,22476,35,Nagrand
2,12646,204,Hillsbrad Foothills
2,22551,101,Nagrand
2,393,62,Blade's Edge Mountains
2,22253,103,Blade's Edge Mountains
2,29257,90,Orgrimmar
2,1075,NO,Shadowmoon Valley
2,1384,62,Shadowmoon Valley
2,13021,204,Shadowmoon Valley
2,18748,62,Blade's Edge Mountains
2,51447,NO,Orgrimmar
2,36641,NO,The Barrens
2,38336,19,Hillsbrad Foothills
2,71519,4,Hillsbrad Foothills
2,59756,358,Maraudon
2,70811,358,Maraudon
2,71458,161,Stranglethorn Vale
2,66274,315,Orgrimmar
2,70524,358,Stranglethorn Vale
2,70324,101,Orgrimmar
2,66621,320,Thunder Bluff
2,70125,282,Terokkar Forest
2,34776,103,Orgrimmar
2,57314,189,Nagrand
2,64792,167,Terokkar Forest
2,43127,103,Isle of Quel'Danas
2,38375,104,Orgrimmar
2,63216,204,Orgrimmar
2,37536,104,Shattrath City
2,35655,259,The Shattered Halls
2,52092,243,Zangarmarsh
2,68875,101,Eye of the Storm
2,67043,205,Nagrand
2,24126,NO,Orgrimmar
2,47888,189,Maraudon
2,47182,103,The Shattered Halls
2,42837,NO,Arathi Basin
3,65943,273,Thousand Needles
3,24175,NO,Shadowmoon Valley
3,69930,9,The Shattered Halls
3,22188,35,Orgrimmar
3,64835,53,Terokkar Forest
3,70558,336,Orgrimmar
3,66527,250,Shattrath City
3,29528,161,Warsong Gulch
3,23737,189,Blade's Edge Mountains
3,22793,359,Blade's Edge Mountains
3,22715,282,Netherstorm
3,24454,NO,Isle of Quel'Danas
3,61542,103,Orgrimmar
3,23938,189,Arathi Basin
3,24491,103,Isle of Quel'Danas
3,61856,104,Shattrath City
3,21939,359,The Shattered Halls
3,182,NO,Durotar
3,23241,101,Nagrand
3,24897,6,Hellfire Peninsula
3,25748,259,The Shattered Halls
3,32748,35,Shadowmoon Valley
3,1177,9,Shattrath City
3,352,19,Shattrath City
3,71204,205,Netherstorm
3,22476,35,Arathi Basin
3,12646,204,Hillsbrad Foothills
3,393,62,Blade's Edge Mountains
3,22253,103,Blade's Edge Mountains
3,29257,90,Orgrimmar
3,1075,NO,Shadowmoon Valley
3,1384,62,Shadowmoon Valley
3,13021,204,Shadowmoon Valley
3,2317,282,Isle of Quel'Danas
3,51447,NO,Orgrimmar
3,36641,NO,The Barrens
3,38336,19,Hillsbrad Foothills
3,71519,4,Hillsbrad Foothills
3,59756,358,Maraudon
3,70811,358,Maraudon
3,71458,161,Stranglethorn Vale
3,66274,315,Orgrimmar
3,70524,358,Stranglethorn Vale
3,70324,101,Orgrimmar
3,70125,282,Terokkar Forest
3,34776,103,Orgrimmar
3,57314,189,Nagrand
3,64792,167,Terokkar Forest
3,43127,103,Isle of Quel'Danas
3,63216,204,Orgrimmar
3,35655,259,The Shattered Halls
3,37536,104,Arathi Basin
3,38375,104,Arathi Basin
3,52092,243,Blade's Edge Mountains
